appid,name,developer,release_date,genre,genre_code,price,total_reviews,positive_ratio,avg_playtime_mins,peak_players,metacritic_score,developer_bio,platforms
101147,Shadow Vanguard III,IronGate Studios,27/08/2024,Simulation,4,39.1488,434,59.23,402,183,NA,Passionate about narrative-driven experiences.,2
101148,Stellar Ascension (127),Moonlight Games,20/06/2022,Simulation,4,53.4551,0,65.1,628,236,96.8,Veterans from AAA studios going indie.,3
101149,Cursed Legacy Reborn,RedKite,25/03/2022,RPG,2,50.9213,298,66.94,840,201,42.9,Building the future of interactive entertainment.,1
101150,Dire Labyrinth,Neon Arc,28/11/2019,Puzzle,5,52.7719,0,77.39,128,315,48.5,We make games that push boundaries.,2
101151,Lunar Wanderer Redux,SilverLeaf,28/12/2021,Simulation,4,48.4529,373,98.61,589,136,NA,Creating unique worlds one pixel at a time.,1
101152,Lone Legends III,ThunderByte,12/09/2023,Puzzle,5,42.6958,733,93.1,923,336,NA,Focused on player agency and emergent gameplay.,1
101153,Radiant Oblivion (128),Moonlight Games,02/03/2023,RPG,2,50.5416,1677,67.16,810,841,66.2,Our mission: games that matter.,3
101154,Iron Protocol Reborn,CrystalDawn,10/01/2022,Strategy,3,41.3863,680,53.17,343,312,96.3,Award-winning indie studio based in Melbourne.,1
101155,Wild Dynasty,PixelForge,30/03/2019,RPG,2,41.3019,0,74.38,668,364,78.1,Focused on player agency and emergent gameplay.,1
101156,Storm Tempest II,CrystalDawn,19/09/2019,Simulation,4,0,294,61.96,698,227,94,Veterans from AAA studios going indie.,3
101157,Swift Fortress (129),Moonlight Games,10/04/2021,Puzzle,5,45.6285,817,62.04,922,237,88.3,NA,2
101158,Crimson Sanctum Origins,CrystalDawn,09/11/2023,Action,1,43.7024,0,77.25,244,178,NA,NA,1
101159,Ethereal Dominion (130),ThunderByte,08/11/2024,RPG,2,49.2949,385,88.97,202,283,69.2,Veterans from AAA studios going indie.,1
101160,Dire Apex III,Moonlight Games,01/06/2019,Puzzle,5,41.7825,354,59.56,770,206,48.2,Our mission: games that matter.,3
101161,Wild Apex,irongate studios,26/08/2019,Action,1,60.9057,304,67.89,471,520,NA,NA,1
101162,Wild Catalyst Redux (131),Moonlight Games,28/03/2018,Simulation,4,50.6791,0,94.5,67,221,NA,Focused on player agency and emergent gameplay.,2
101163,Infinite Zenith,redkite,01/12/2018,Action,1,56.0424,423,87.07,534,75,94.2,Three friends who quit their jobs to make games.,2
101164,Radiant Legacy III,RedKite,06/08/2022,RPG,2,0,404,87.49,731,331,47.4,Passionate about narrative-driven experiences.,3
101165,Hidden Chronicles Origins,NEON ARC,08/06/2019,Action,1,33.5901,0,70.05,246,321,94.1,Veterans from AAA studios going indie.,2
101166,Forsaken Genesis,RedKite,19/12/2021,Simulation,4,55.3606,518,69.86,65,229,93,"Small team, big dreams. Making games since 2015.",3
101167,Hollow Odyssey II,Neon Arc,29/08/2019,Action,1,49.7142,404,86.24,674,229,59.3,Veterans from AAA studios going indie.,1
101168,Hollow Siege,CrystalDawn,22/02/2022,Action,1,46.333,0,75.43,678,468,95.1,NA,2
101169,Hidden Eclipse Reborn,PixelForge,10/01/2019,Puzzle,5,48.8089,344,94.74,510,519,56.2,NA,2
101170,Frozen Ascension,Neon Arc,28/03/2019,RPG,2,48.5579,729,69.04,771,194,79.3,We make games that push boundaries.,1
101171,Storm Remnants III,CrystalDawn,28/02/2023,Simulation,4,36.567,526,75.21,1312,216,51.3,We make games that push boundaries.,3
101172,Frozen Wanderer (132),ThunderByte,13/08/2022,Action,1,48.3308,890,59.52,201,283,81.3,NA,2
101173,Radiant Wanderer,ThunderByte,15/08/2022,Strategy,3,62.5338,453,65.06,523,245,91,Our mission: games that matter.,1
101174,Noble Catalyst Origins,IronGate Studios,22/04/2018,Strategy,3,51.6714,273,52.02,1447,379,93.3,Creating unique worlds one pixel at a time.,1
101175,Crystal Apex Origins,SilverLeaf,21/09/2022,Action,1,47.6587,432,62.08,269,83,NA,We make games that push boundaries.,2
101176,Shadow Catalyst Reborn,Moonlight Games,01/07/2018,Simulation,4,43.6725,0,94.63,1187,224,96.7,Building the future of interactive entertainment.,1
101177,Savage Oblivion,Moonlight Games,11/10/2021,Action,1,36.0411,340,54.09,769,171,NA,Creating unique worlds one pixel at a time.,2
101178,Mystic Solstice (133),ThunderByte,19/05/2024,Action,1,44.0089,1034,79.42,578,368,62.8,Our mission: games that matter.,2
101179,Lunar Wanderer,REDKITE,07/10/2019,Simulation,4,60.222,206,99.64,67,118,NA,Veterans from AAA studios going indie.,3
101180,Dire Abyss (134),Neon Arc,18/12/2020,Simulation,4,58.0871,0,79.55,598,369,68.3,Veterans from AAA studios going indie.,1
101181,Solar Requiem Redux,IronGate Studios,18/06/2023,Simulation,4,49.4647,478,97.63,422,542,85.4,Passionate about narrative-driven experiences.,2
101182,Noble Solstice,thunderbyte,28/09/2024,Action,1,54.1834,0,65.84,343,127,71,NA,2
101183,Lost Wanderer II (135),Moonlight Games,16/09/2021,Action,1,42.9739,214,73.72,416,117,91.1,Veterans from AAA studios going indie.,3
101184,Ethereal Dominion Redux (136),IronGate Studios,01/09/2023,RPG,2,0,875,91.96,669,66,NA,Building the future of interactive entertainment.,2
101185,Savage Fortress,Neon Arc,06/01/2018,Puzzle,5,0,437,84.13,768,106,73.1,Passionate about narrative-driven experiences.,3
101186,Grand Horizon (137),RedKite,27/12/2018,Strategy,3,0,458,91.38,133,386,45.3,Veterans from AAA studios going indie.,3
101187,Infinite Cipher Redux,RedKite,01/09/2023,Simulation,4,49.6476,325,94.67,356,585,75.2,We make games that push boundaries.,1
101188,Solar Fortress,ThunderByte,09/04/2019,Puzzle,5,45.0142,663,67.51,184,315,84.3,NA,1
101189,Radiant Apex,Moonlight Games,02/11/2018,Action,1,44.7202,414,92.31,341,127,95.4,Creating unique worlds one pixel at a time.,1
101190,Noble Exodus (138),SilverLeaf,09/08/2022,Action,1,67.877,571,99.79,349,244,52.5,NA,3
101191,Grand Sanctum,pixelforge,31/05/2020,Puzzle,5,44.5267,0,69.78,724,339,97.7,Veterans from AAA studios going indie.,1
101192,Lone Architect Origins,RedKite,26/08/2018,Action,1,28.0917,688,53.85,256,704,46.1,NA,2
101193,Phantom Ascension,IronGate Studios,06/03/2023,Puzzle,5,49.2519,510,98.82,265,340,61.7,NA,2
101194,Golden Tempest (139),Neon Arc,20/11/2020,Action,1,30.4098,0,82.95,427,432,71.9,NA,3
101195,Dark Vendetta Redux,CrystalDawn,01/03/2018,Action,1,33.4966,619,69.01,244,251,63.6,Creating unique worlds one pixel at a time.,1
101196,Storm Genesis Origins,Neon Arc,20/09/2021,Simulation,4,50.0428,870,98.7,814,120,55,NA,1
101197,Iron Zenith (140),CrystalDawn,10/07/2024,Action,1,43.0851,1627,68.1,761,136,95.4,"Small team, big dreams. Making games since 2015.",1
101198,Frozen Nexus Reborn,PixelForge,07/11/2019,Strategy,3,55.4961,746,58.17,449,375,84.2,NA,2
101199,Steel Fortress,SilverLeaf,31/08/2022,Action,1,50.334,611,65.21,230,253,62.6,Passionate about narrative-driven experiences.,1
101200,Lost Abyss,IronGate Studios,17/11/2024,Action,1,31.0723,1263,83.7,424,154,53.7,NA,1
101201,Crystal Harbinger,RedKite,04/01/2023,Action,1,37.9274,758,85.06,343,38,65.7,NA,1
101202,Iron Horizon (141),SilverLeaf,22/05/2018,Action,1,58.6001,658,63.48,1021,172,NA,NA,2
101203,Radiant Exodus,RedKite,13/09/2020,RPG,2,65.3191,734,52.93,699,322,62.6,We make games that push boundaries.,3
101204,Steel Dominion III,RedKite,21/12/2018,Puzzle,5,49.7255,575,70.2,589,273,80,Award-winning indie studio based in Melbourne.,2
101205,Ancient Siege Origins,ThunderByte,22/09/2022,Strategy,3,50.5553,501,55.56,604,249,63.6,NA,1
101206,Shadow Paragon Origins,Moonlight Games,06/11/2022,Action,1,0,543,55.84,167,298,78.8,NA,2
101207,Grand Legends,IronGate Studios,09/10/2019,Strategy,3,59.7719,949,74.49,415,243,40.4,Building the future of interactive entertainment.,3
101208,Forsaken Paragon II,PixelForge,28/04/2021,Action,1,31.7521,895,63.55,81,138,61.3,Our mission: games that matter.,1
101209,Solar Apex,SilverLeaf,02/01/2023,Action,1,63.8708,630,65.7,966,339,85.4,Veterans from AAA studios going indie.,3
101210,Rising Legends III,Neon Arc,20/10/2022,Strategy,3,27.6634,0,66.15,362,665,61.2,Building the future of interactive entertainment.,2
101211,Golden Dynasty,IronGate Studios,28/10/2019,Puzzle,5,42.2244,211,88.05,196,150,87.9,Creating unique worlds one pixel at a time.,2
101212,Crimson Revenant,CrystalDawn,28/11/2024,RPG,2,0,385,50.99,512,126,93.1,Building the future of interactive entertainment.,2
101213,Stellar Paragon,Neon Arc,02/01/2022,Action,1,42.8916,830,94.34,57,156,99.1,Veterans from AAA studios going indie.,2
101214,Twisted Odyssey,THUNDERBYTE,11/05/2018,Action,1,43.7077,850,65.08,533,194,97.4,Building the future of interactive entertainment.,2
101215,Forsaken Dynasty Redux,RedKite,16/07/2018,Simulation,4,52.7722,307,68.26,577,351,44.8,NA,2
101216,Infinite Horizon Origins,RedKite,03/09/2022,Simulation,4,48.7664,0,92.34,752,348,72,Three friends who quit their jobs to make games.,3
101217,Dark Inferno,SilverLeaf,01/03/2020,Action,1,46.5254,257,92.11,270,442,56.9,NA,2
101218,Frozen Sanctum (142),Neon Arc,31/05/2021,Simulation,4,45.0484,673,95.78,1083,438,76.7,Focused on player agency and emergent gameplay.,2
101219,Noble Solstice (143),Neon Arc,07/08/2024,Puzzle,5,27.5133,603,67.12,733,191,82.2,Creating unique worlds one pixel at a time.,1
101220,Crimson Labyrinth,RedKite,19/10/2018,Strategy,3,50.2501,523,65.2,555,145,68.8,NA,3
101221,Cursed Tempest,ThunderByte,11/01/2019,Action,1,27.2209,343,56,812,39,NA,NA,2
101222,Wild Protocol,PixelForge,29/07/2019,Strategy,3,38.2891,577,77.57,376,97,56.8,Creating unique worlds one pixel at a time.,2
101223,Neon Legends (144),SilverLeaf,16/04/2021,Simulation,4,53.6814,510,88.86,80,169,77,NA,1
101224,Lunar Wanderer (145),RedKite,01/11/2022,Action,1,0,1656,86.18,109,178,99,NA,2
101225,Savage Vanguard (146),PixelForge,13/08/2018,Action,1,53.2039,0,85.2,579,98,NA,NA,3
101226,Burning Catalyst,IronGate Studios,10/06/2024,Simulation,4,0,819,70.61,473,199,NA,Veterans from AAA studios going indie.,2
101227,Rising Crusade,ThunderByte,09/03/2021,RPG,2,65.1628,0,78.87,611,277,82.6,Veterans from AAA studios going indie.,3
101228,Twisted Abyss,ThunderByte,03/06/2024,Action,1,65.6348,293,71.97,461,327,93.4,We make games that push boundaries.,3
101229,Neon Architect,IronGate Studios,21/04/2018,Simulation,4,56.6409,0,73.3,1146,224,84.8,Passionate about narrative-driven experiences.,2
101230,Ancient Crusade,Neon Arc,10/12/2020,Simulation,4,53.4959,393,88.92,372,188,54.4,NA,3
101231,Crimson Exodus,NEON ARC,15/09/2018,Action,1,0,0,85.65,1127,86,87.6,Our mission: games that matter.,2
101232,Neon Apex Origins,ThunderByte,14/03/2023,Strategy,3,57.2411,346,93.66,945,253,40.4,Focused on player agency and emergent gameplay.,1
101233,Infinite Apex,Moonlight Games,11/05/2023,Action,1,56.2203,468,56.71,727,137,NA,We make games that push boundaries.,1
101234,Mystic Realm,Moonlight Games,18/09/2024,Action,1,42.9051,297,79.34,167,194,84.7,Creating unique worlds one pixel at a time.,2
101235,Solar Cipher Origins,Neon Arc,11/02/2024,Puzzle,5,0,389,68.36,272,167,NA,"Small team, big dreams. Making games since 2015.",1
101236,Wild Abyss,SilverLeaf,05/05/2024,Action,1,49.7426,1304,93.59,349,310,NA,Passionate about narrative-driven experiences.,1
101237,Frozen Horizon,RedKite,25/05/2022,Action,1,59.3119,0,67.94,594,411,61.2,Three friends who quit their jobs to make games.,3
101238,Crimson Legends,IronGate Studios,21/02/2023,Simulation,4,47.9354,293,93.51,515,176,NA,Passionate about narrative-driven experiences.,2
101239,Fallen Oblivion III,Moonlight Games,04/05/2023,Strategy,3,0,582,73.09,549,444,72.9,NA,1
101240,Grand Chronicles III,CrystalDawn,08/05/2022,Strategy,3,55.5475,100,72.34,202,235,NA,NA,3
101241,Forsaken Dominion Origins,PixelForge,30/12/2022,Simulation,4,36.4231,0,62.04,346,613,77.4,Our mission: games that matter.,1
101242,Dire Wanderer II,Moonlight Games,17/12/2023,Action,1,46.1419,851,56.57,682,703,70.9,Passionate about narrative-driven experiences.,2
101243,Infinite Dynasty Redux,silverleaf,27/01/2022,Simulation,4,0,479,64.8,308,71,56.6,Three friends who quit their jobs to make games.,2
101244,Hollow Vanguard,SilverLeaf,04/01/2022,Puzzle,5,45.6851,442,83.47,475,191,98.1,Three friends who quit their jobs to make games.,1
101245,Twisted Labyrinth,SilverLeaf,27/04/2023,RPG,2,67.5411,0,83.07,398,583,86.2,Building the future of interactive entertainment.,3
101246,Burning Realm Reborn,ThunderByte,17/08/2018,Simulation,4,54.6693,0,71.97,688,183,64.9,NA,1
101247,Noble Legacy,CrystalDawn,13/02/2022,Strategy,3,0,310,52.37,375,685,NA,Passionate about narrative-driven experiences.,2
101248,Hidden Labyrinth III,silverleaf,18/03/2023,Strategy,3,62.2934,557,95.58,709,167,99.8,NA,3
101249,Forsaken Fortress,IronGate Studios,28/06/2018,Puzzle,5,0,707,72.2,506,87,62.8,NA,1
101250,Lunar Horizon,SilverLeaf,29/09/2022,Puzzle,5,29.2064,359,60.41,913,115,64.1,Building the future of interactive entertainment.,2
101251,Ancient Catalyst,CrystalDawn,02/06/2024,Action,1,28.5778,1015,60.44,593,416,65.3,Award-winning indie studio based in Melbourne.,1
101252,Rising Legends,IronGate Studios,14/05/2018,Simulation,4,57.4898,456,61.44,819,481,63.8,We make games that push boundaries.,3
101253,Neon Siege,PixelForge,02/11/2022,Action,1,41.4453,517,68.59,334,193,NA,NA,1
101254,Dire Cipher,Neon Arc,27/04/2021,Simulation,4,39.1305,303,93.97,775,254,NA,NA,1
101255,Fallen Sanctum (147),IronGate Studios,25/07/2021,Strategy,3,64.8573,1050,53.72,514,243,NA,Creating unique worlds one pixel at a time.,1
101256,Lunar Architect,IronGate Studios,12/09/2022,RPG,2,0,806,70.88,341,386,NA,Focused on player agency and emergent gameplay.,1
101257,Crystal Solstice Redux,Moonlight Games,09/04/2022,Simulation,4,64.5667,433,75.42,730,627,NA,Creating unique worlds one pixel at a time.,1
101258,Iron Protocol,CrystalDawn,13/09/2023,Puzzle,5,30.7987,0,81.7,722,334,68.6,NA,1
101259,Fallen Abyss (148),RedKite,16/09/2024,Strategy,3,52.0262,341,80.97,589,343,62.2,NA,1
101260,Burning Tempest II,CrystalDawn,18/11/2019,Strategy,3,52.4376,71,68.39,1225,461,NA,Three friends who quit their jobs to make games.,2
101261,Ancient Dominion Origins,IronGate Studios,15/05/2021,Puzzle,5,47.1438,568,64.7,580,304,47.5,NA,3
101262,Primal Remnants,IronGate Studios,20/10/2018,RPG,2,50.6521,622,54.02,223,386,79,Award-winning indie studio based in Melbourne.,2
101263,Radiant Vanguard Origins,RedKite,26/08/2024,Action,1,51.3924,0,80.24,371,335,NA,Our mission: games that matter.,2
101264,Radiant Horizon Origins,Neon Arc,30/05/2021,Simulation,4,37.1875,0,63.35,154,306,65.6,"Small team, big dreams. Making games since 2015.",2
101265,Mystic Architect,PixelForge,23/03/2021,Action,1,46.0666,852,51.25,195,367,48.6,Building the future of interactive entertainment.,2
101266,Storm Solstice,ThunderByte,13/05/2023,Action,1,50.2056,440,81.95,98,340,NA,Veterans from AAA studios going indie.,3
101267,Broken Paragon Origins,Moonlight Games,18/08/2023,Action,1,50.3698,893,63.83,881,451,94.8,NA,2
101268,Noble Paragon,RedKite,13/03/2024,Puzzle,5,47.3178,1419,93.24,334,177,NA,NA,2
101269,Savage Bastion,ThunderByte,14/07/2022,RPG,2,0,1322,61.06,758,155,45.9,Our mission: games that matter.,3
101270,Dire Abyss (149),Neon Arc,17/05/2021,Strategy,3,66.17,247,93.5,331,309,84.7,Creating unique worlds one pixel at a time.,2
101271,Dire Architect,NEON ARC,01/10/2021,Action,1,45.3942,973,61.4,475,545,NA,Passionate about narrative-driven experiences.,2
101272,Broken Inferno,Neon Arc,13/03/2020,RPG,2,54.9402,626,89.87,342,706,45.4,Creating unique worlds one pixel at a time.,1
101273,Noble Odyssey,IronGate Studios,16/02/2020,RPG,2,0,296,98.37,1237,612,60.2,Focused on player agency and emergent gameplay.,3
101274,Swift Odyssey II,Neon Arc,22/12/2023,Action,1,52.4968,800,60.13,1616,144,61,Veterans from AAA studios going indie.,2
101275,Steel Dominion,Neon Arc,24/12/2023,Action,1,36.0988,506,53.92,476,662,NA,Focused on player agency and emergent gameplay.,1
101276,Ethereal Bastion,SilverLeaf,05/06/2020,RPG,2,48.2836,618,52.42,549,362,NA,Three friends who quit their jobs to make games.,1
101277,Shadow Vanguard (150),Moonlight Games,25/04/2018,RPG,2,0,333,79.87,555,110,92.4,Creating unique worlds one pixel at a time.,1
101278,Ethereal Paragon,ThunderByte,23/06/2020,Action,1,34.3319,852,56.33,210,146,NA,Passionate about narrative-driven experiences.,1
101279,Mystic Vanguard Origins (151),CrystalDawn,15/10/2022,Puzzle,5,49.3969,260,79.99,728,137,NA,"Small team, big dreams. Making games since 2015.",2
101280,Noble Dominion Reborn,THUNDERBYTE,30/03/2022,RPG,2,0,670,70.52,963,481,NA,Veterans from AAA studios going indie.,2
101281,Swift Siege Redux,PixelForge,09/05/2022,Action,1,47.6749,355,93.48,395,42,NA,Creating unique worlds one pixel at a time.,1
101282,Hidden Remnants Origins,CrystalDawn,15/09/2018,Action,1,39.2159,424,99.89,463,503,NA,Award-winning indie studio based in Melbourne.,2
101283,Crimson Crusade Origins,CrystalDawn,15/08/2019,Action,1,56.5368,784,78.22,452,766,85.4,NA,1
101284,Forsaken Vendetta,CrystalDawn,22/10/2023,Puzzle,5,38.539,947,54.56,359,108,NA,NA,2
101285,Broken Vendetta Redux,ThunderByte,01/02/2021,Strategy,3,58.0668,567,71.18,334,229,80.5,Creating unique worlds one pixel at a time.,3
101286,Steel Dynasty (152),SilverLeaf,24/09/2021,RPG,2,64.229,413,53.7,758,354,NA,NA,1
101287,Hollow Paragon II,RedKite,29/06/2021,Strategy,3,53.5552,387,98.96,186,224,NA,NA,2
101288,Twisted Dominion,SilverLeaf,06/12/2019,Action,1,42.9297,568,73.9,222,254,90.6,Award-winning indie studio based in Melbourne.,3
101289,Burning Inferno,RedKite,20/08/2022,Simulation,4,49.7634,1080,95.5,510,565,46.4,NA,1
101290,Twisted Dynasty III,Moonlight Games,14/07/2019,Action,1,0,454,64.78,1292,168,62.9,NA,2
101291,Ethereal Realm Reborn,IronGate Studios,04/03/2021,Strategy,3,62.2168,429,55.44,316,629,96.3,Passionate about narrative-driven experiences.,3
101292,Dark Catalyst,CrystalDawn,22/11/2024,Puzzle,5,41.04,465,95.38,1309,82,56.2,Our mission: games that matter.,1
101293,Crystal Vendetta III,PixelForge,01/05/2019,Action,1,47.2649,302,77.43,249,404,56.6,Passionate about narrative-driven experiences.,2
101294,Cursed Dynasty,SilverLeaf,28/03/2019,Strategy,3,48.1655,659,74.73,314,426,76.8,Passionate about narrative-driven experiences.,2
101295,Stellar Cipher (153),RedKite,13/04/2019,Action,1,38.8585,172,50.1,186,99,NA,Building the future of interactive entertainment.,1
101296,Dire Genesis (154),Neon Arc,03/03/2020,RPG,2,49.1413,620,79.9,495,419,NA,NA,2
101297,Frozen Ascension (155),SilverLeaf,23/03/2018,Strategy,3,53.349,2214,97.21,69,931,NA,Our mission: games that matter.,1
101298,Steel Bastion Reborn,Moonlight Games,24/06/2018,RPG,2,0,401,62.42,484,96,62.5,NA,1
101299,Radiant Requiem (156),CrystalDawn,10/08/2023,RPG,2,45.9298,1069,69.67,376,388,NA,We make games that push boundaries.,2
101300,Mystic Vanguard,Moonlight Games,23/11/2018,Simulation,4,43.7965,610,94.25,369,290,81,NA,1
101301,Hidden Legacy (157),ThunderByte,22/03/2021,RPG,2,52.061,0,81.65,175,254,40.3,Award-winning indie studio based in Melbourne.,1
101302,Iron Legacy II,ThunderByte,15/10/2022,RPG,2,47.4924,361,92.81,533,368,61,NA,1
101303,Stellar Tempest (158),RedKite,28/01/2024,Simulation,4,54.4096,533,93.53,750,75,NA,Our mission: games that matter.,2
101304,Dire Solstice II,IronGate Studios,01/11/2018,Puzzle,5,48.6103,679,70.77,406,268,66.5,NA,3
101305,Lone Vanguard (159),PixelForge,03/05/2023,Action,1,41.9688,941,76.76,385,91,NA,Creating unique worlds one pixel at a time.,1
101306,Shadow Vendetta (160),RedKite,14/02/2019,RPG,2,66.0608,1305,85.77,763,247,NA,Three friends who quit their jobs to make games.,1
101307,Broken Zenith,Moonlight Games,28/07/2018,Action,1,0,823,70.51,371,344,NA,Veterans from AAA studios going indie.,2
101308,Lunar Eclipse,IronGate Studios,25/09/2018,Action,1,29.637,0,91.53,593,134,77,Focused on player agency and emergent gameplay.,3
101309,Wild Odyssey III,ThunderByte,15/10/2020,Puzzle,5,0,634,72.08,928,233,55.7,Three friends who quit their jobs to make games.,1
